suburb,MODE,stop_count,School_Type,school_count,region,Housing_Type,timestamp,Latest_Median,Forecasted_Next_Quarter
Bairnsdale,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,368.0,360.0
Bairnsdale,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Bairnsdale,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,3 bedroom flat,2025-03-01,448.0,450.0
Bairnsdale,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Bairnsdale,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,4 bedroom house,2025-03-01,550.0,555.0
Bairnsdale,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,All properties,2025-03-01,450.0,440.0
Bakery Hill,REGIONAL BUS,3.0,,,,,,,
Balaclava,METRO BUS,4.0,,,,,,,
Balaclava,METRO TRAIN,3.0,,,,,,,
Balaclava,METRO TRAM,5.0,,,,,,,
Bald Hills,,,,,,,,,
Balintore,,,,,,,,,
Ballan,REGIONAL BUS,2.0,Primary,2.0,,,,,
Ballan,REGIONAL COACH,2.0,Primary,2.0,,,,,
Ballan,REGIONAL TRAIN,2.0,Primary,2.0,,,,,
Ballangeich,REGIONAL BUS,1.0,,,,,,,
Ballapur,,,,,,,,,
Ballarat Central,REGIONAL BUS,41.0,Primary,2.0,,,,,
Ballarat Central,REGIONAL COACH,2.0,Primary,2.0,,,,,
Ballarat Central,REGIONAL TRAIN,2.0,Primary,2.0,,,,,
Ballarat East,REGIONAL BUS,31.0,Primary,2.0,,,,,
Ballarat East,REGIONAL BUS,31.0,Secondary,1.0,,,,,
Ballarat North,REGIONAL BUS,16.0,Primary,1.0,,,,,
Ballendella,,,,,,,,,
Balliang,,,,,,,,,
Balliang East,,,Primary,1.0,,,,,
Ballyrogan,,,,,,,,,
Balmattum,,,,,,,,,
Balmoral,,,Pri/Sec,1.0,,,,,
Balnarring,METRO BUS,3.0,Primary,1.0,,,,,
Balnarring Beach,,,,,,,,,
Balook,,,,,,,,,
Balwyn,METRO BUS,32.0,Pri/Sec,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,479.0,470.0
Balwyn,METRO BUS,32.0,Pri/Sec,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,580.0,575.0
Balwyn,METRO BUS,32.0,Pri/Sec,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,600.0,560.0
Balwyn,METRO BUS,32.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,790.0,700.0
Balwyn,METRO BUS,32.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,700.0,650.0
Balwyn,METRO BUS,32.0,Pri/Sec,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,980.0,800.0
Balwyn,METRO BUS,32.0,Pri/Sec,1.0,Inner Eastern Melbourne,All properties,2025-03-01,700.0,650.0
Balwyn,METRO BUS,32.0,Primary,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,479.0,470.0
Balwyn,METRO BUS,32.0,Primary,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,580.0,575.0
Balwyn,METRO BUS,32.0,Primary,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,600.0,560.0
Balwyn,METRO BUS,32.0,Primary,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,790.0,700.0
Balwyn,METRO BUS,32.0,Primary,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,700.0,650.0
Balwyn,METRO BUS,32.0,Primary,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,980.0,800.0
Balwyn,METRO BUS,32.0,Primary,1.0,Inner Eastern Melbourne,All properties,2025-03-01,700.0,650.0
Balwyn,METRO BUS,32.0,Special,2.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,479.0,470.0
Balwyn,METRO BUS,32.0,Special,2.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,580.0,575.0
Balwyn,METRO BUS,32.0,Special,2.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,600.0,560.0
Balwyn,METRO BUS,32.0,Special,2.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,790.0,700.0
Balwyn,METRO BUS,32.0,Special,2.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,700.0,650.0
Balwyn,METRO BUS,32.0,Special,2.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,980.0,800.0
Balwyn,METRO BUS,32.0,Special,2.0,Inner Eastern Melbourne,All properties,2025-03-01,700.0,650.0
Balwyn,METRO TRAM,4.0,Pri/Sec,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,479.0,470.0
Balwyn,METRO TRAM,4.0,Pri/Sec,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,580.0,575.0
Balwyn,METRO TRAM,4.0,Pri/Sec,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,600.0,560.0
Balwyn,METRO TRAM,4.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,790.0,700.0
Balwyn,METRO TRAM,4.0,Pri/Sec,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,700.0,650.0
Balwyn,METRO TRAM,4.0,Pri/Sec,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,980.0,800.0
Balwyn,METRO TRAM,4.0,Pri/Sec,1.0,Inner Eastern Melbourne,All properties,2025-03-01,700.0,650.0
Balwyn,METRO TRAM,4.0,Primary,1.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,479.0,470.0
Balwyn,METRO TRAM,4.0,Primary,1.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,580.0,575.0
Balwyn,METRO TRAM,4.0,Primary,1.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,600.0,560.0
Balwyn,METRO TRAM,4.0,Primary,1.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,790.0,700.0
Balwyn,METRO TRAM,4.0,Primary,1.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,700.0,650.0
Balwyn,METRO TRAM,4.0,Primary,1.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,980.0,800.0
Balwyn,METRO TRAM,4.0,Primary,1.0,Inner Eastern Melbourne,All properties,2025-03-01,700.0,650.0
Balwyn,METRO TRAM,4.0,Special,2.0,Inner Eastern Melbourne,1 bedroom flat,2025-03-01,479.0,470.0
Balwyn,METRO TRAM,4.0,Special,2.0,Inner Eastern Melbourne,2 bedroom flat,2025-03-01,580.0,575.0
Balwyn,METRO TRAM,4.0,Special,2.0,Inner Eastern Melbourne,2 bedroom house,2025-03-01,600.0,560.0
Balwyn,METRO TRAM,4.0,Special,2.0,Inner Eastern Melbourne,3 bedroom flat,2025-03-01,790.0,700.0
Balwyn,METRO TRAM,4.0,Special,2.0,Inner Eastern Melbourne,3 bedroom house,2025-03-01,700.0,650.0
Balwyn,METRO TRAM,4.0,Special,2.0,Inner Eastern Melbourne,4 bedroom house,2025-03-01,980.0,800.0
Balwyn,METRO TRAM,4.0,Special,2.0,Inner Eastern Melbourne,All properties,2025-03-01,700.0,650.0
Balwyn North,METRO BUS,76.0,Primary,5.0,,,,,
Balwyn North,METRO BUS,76.0,Secondary,1.0,,,,,
Balwyn North,METRO TRAM,10.0,Primary,5.0,,,,,
Balwyn North,METRO TRAM,10.0,Secondary,1.0,,,,,
Bamawm,,,,,,,,,
Bamawm Extension,,,,,,,,,
Bambra,,,,,,,,,
Bamganie,,,,,,,,,
Bandiana,,,Primary,1.0,,,,,
Bangerang,,,,,,,,,
Bangholme,METRO BUS,11.0,Pri/Sec,1.0,,,,,
Banksia Peninsula,,,,,,,,,
Bannerton,REGIONAL COACH,2.0,,,,,,,
Bannockburn,REGIONAL BUS,3.0,Pri/Sec,1.0,,,,,
Bannockburn,REGIONAL BUS,3.0,Primary,1.0,,,,,
Bannockburn,REGIONAL COACH,1.0,Pri/Sec,1.0,,,,,
Bannockburn,REGIONAL COACH,1.0,Primary,1.0,,,,,
Banyan,,,,,,,,,
Banyena,,,,,,,,,
Baranduda,REGIONAL BUS,7.0,Primary,2.0,,,,,
Barfold,,,,,,,,,
Baringhup,REGIONAL BUS,1.0,,,,,,,
Baringhup West,,,,,,,,,
Barjarg,,,,,,,,,
Barkers Creek,REGIONAL BUS,1.0,,,,,,,
Barkly,,,,,,,,,
Barkstead,,,,,,,,,
Barmah,REGIONAL BUS,1.0,,,,,,,
Barmah,REGIONAL COACH,1.0,,,,,,,
Barnadown,,,,,,,,,
Barnawartha,REGIONAL BUS,1.0,Primary,1.0,,,,,
Barnawartha North,,,,,,,,,
Baromi,,,,,,,,,
Barongarook,,,,,,,,,
Barongarook West,,,,,,,,,
Barrabool,,,,,,,,,
Barrakee,,,,,,,,,
Barramunga,REGIONAL BUS,1.0,,,,,,,
Barraport,REGIONAL COACH,1.0,,,,,,,
Barraport West,,,,,,,,,
Barrys Reef,,,,,,,,,
Barunah Park,,,,,,,,,
Barunah Plains,,,,,,,,,
Barwidgee,,,,,,,,,
Barwite,,,,,,,,,
Barwon Downs,REGIONAL BUS,2.0,,,,,,,
Barwon Heads,REGIONAL BUS,18.0,Primary,1.0,,,,,
Basalt,,,,,,,,,
Bass,REGIONAL COACH,2.0,,,,,,,
Batesford,REGIONAL BUS,1.0,,,,,,,
Batesford,REGIONAL COACH,1.0,,,,,,,
Bathumi,,,,,,,,,
Baw Baw,,,,,,,,,
Baw Baw Village,,,,,,,,,
Baxter,METRO BUS,9.0,Primary,1.0,,,,,
Baxter,METRO TRAIN,2.0,Primary,1.0,,,,,
Bayindeen,,,,,,,,,
Bayles,,,Primary,1.0,,,,,
Baynton,,,,,,,,,
Baynton East,,,,,,,,,
Bayswater,METRO BUS,45.0,Primary,4.0,Outer Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,378.0
Bayswater,METRO BUS,45.0,Primary,4.0,Outer Eastern Melbourne,2 bedroom flat,2025-03-01,478.0,498.0
Bayswater,METRO BUS,45.0,Primary,4.0,Outer Eastern Melbourne,2 bedroom house,2025-03-01,500.0,505.0
Bayswater,METRO BUS,45.0,Primary,4.0,Outer Eastern Melbourne,3 bedroom flat,2025-03-01,583.0,590.0
Bayswater,METRO BUS,45.0,Primary,4.0,Outer Eastern Melbourne,3 bedroom house,2025-03-01,575.0,585.0
Bayswater,METRO BUS,45.0,Primary,4.0,Outer Eastern Melbourne,4 bedroom house,2025-03-01,650.0,700.0
Bayswater,METRO BUS,45.0,Primary,4.0,Outer Eastern Melbourne,All properties,2025-03-01,550.0,570.0
Bayswater,METRO BUS,45.0,Secondary,1.0,Outer Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,378.0
Bayswater,METRO BUS,45.0,Secondary,1.0,Outer Eastern Melbourne,2 bedroom flat,2025-03-01,478.0,498.0
Bayswater,METRO BUS,45.0,Secondary,1.0,Outer Eastern Melbourne,2 bedroom house,2025-03-01,500.0,505.0
Bayswater,METRO BUS,45.0,Secondary,1.0,Outer Eastern Melbourne,3 bedroom flat,2025-03-01,583.0,590.0
Bayswater,METRO BUS,45.0,Secondary,1.0,Outer Eastern Melbourne,3 bedroom house,2025-03-01,575.0,585.0
Bayswater,METRO BUS,45.0,Secondary,1.0,Outer Eastern Melbourne,4 bedroom house,2025-03-01,650.0,700.0
Bayswater,METRO BUS,45.0,Secondary,1.0,Outer Eastern Melbourne,All properties,2025-03-01,550.0,570.0
Bayswater,METRO TRAIN,2.0,Primary,4.0,Outer Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,378.0
Bayswater,METRO TRAIN,2.0,Primary,4.0,Outer Eastern Melbourne,2 bedroom flat,2025-03-01,478.0,498.0
Bayswater,METRO TRAIN,2.0,Primary,4.0,Outer Eastern Melbourne,2 bedroom house,2025-03-01,500.0,505.0
Bayswater,METRO TRAIN,2.0,Primary,4.0,Outer Eastern Melbourne,3 bedroom flat,2025-03-01,583.0,590.0
Bayswater,METRO TRAIN,2.0,Primary,4.0,Outer Eastern Melbourne,3 bedroom house,2025-03-01,575.0,585.0
Bayswater,METRO TRAIN,2.0,Primary,4.0,Outer Eastern Melbourne,4 bedroom house,2025-03-01,650.0,700.0
Bayswater,METRO TRAIN,2.0,Primary,4.0,Outer Eastern Melbourne,All properties,2025-03-01,550.0,570.0
Bayswater,METRO TRAIN,2.0,Secondary,1.0,Outer Eastern Melbourne,1 bedroom flat,2025-03-01,350.0,378.0
Bayswater,METRO TRAIN,2.0,Secondary,1.0,Outer Eastern Melbourne,2 bedroom flat,2025-03-01,478.0,498.0
Bayswater,METRO TRAIN,2.0,Secondary,1.0,Outer Eastern Melbourne,2 bedroom house,2025-03-01,500.0,505.0
Bayswater,METRO TRAIN,2.0,Secondary,1.0,Outer Eastern Melbourne,3 bedroom flat,2025-03-01,583.0,590.0
Bayswater,METRO TRAIN,2.0,Secondary,1.0,Outer Eastern Melbourne,3 bedroom house,2025-03-01,575.0,585.0
Bayswater,METRO TRAIN,2.0,Secondary,1.0,Outer Eastern Melbourne,4 bedroom house,2025-03-01,650.0,700.0
Bayswater,METRO TRAIN,2.0,Secondary,1.0,Outer Eastern Melbourne,All properties,2025-03-01,550.0,570.0
Bayswater North,METRO BUS,43.0,Primary,1.0,,,,,
Beaconsfield,METRO BUS,19.0,Primary,1.0,,,,,
Beaconsfield,METRO BUS,19.0,Secondary,1.0,,,,,
Beaconsfield,METRO TRAIN,3.0,Primary,1.0,,,,,
Beaconsfield,METRO TRAIN,3.0,Secondary,1.0,,,,,
Beaconsfield Upper,,,Primary,1.0,,,,,
Bealiba,REGIONAL COACH,1.0,Primary,1.0,,,,,
Bearii,,,,,,,,,
Bears Lagoon,REGIONAL COACH,1.0,,,,,,,
Beauchamp,,,,,,,,,
Beaufort,REGIONAL BUS,1.0,Primary,1.0,,,,,
Beaufort,REGIONAL BUS,1.0,Secondary,1.0,,,,,
Beaufort,REGIONAL COACH,1.0,Primary,1.0,,,,,
Beaufort,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Beaufort,REGIONAL TRAIN,2.0,Primary,1.0,,,,,
Beaufort,REGIONAL TRAIN,2.0,Secondary,1.0,,,,,
Beaumaris,METRO BUS,52.0,Primary,3.0,,,,,
Beaumaris,METRO BUS,52.0,Secondary,1.0,,,,,
Beazleys Bridge,,,,,,,,,
Beeac,,,Primary,1.0,,,,,
Beech Forest,,,,,,,,,
Beechworth,REGIONAL BUS,1.0,Primary,3.0,,,,,
Beechworth,REGIONAL BUS,1.0,Secondary,1.0,,,,,
Beechworth,REGIONAL COACH,1.0,Primary,3.0,,,,,
Beechworth,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Beenak,,,,,,,,,
Belgrave,METRO BUS,24.0,Pri/Sec,1.0,,,,,
Belgrave,METRO BUS,24.0,Primary,1.0,,,,,
Belgrave,METRO BUS,24.0,Secondary,1.0,,,,,
Belgrave,METRO TRAIN,2.0,Pri/Sec,1.0,,,,,
Belgrave,METRO TRAIN,2.0,Primary,1.0,,,,,
Belgrave,METRO TRAIN,2.0,Secondary,1.0,,,,,
Belgrave Heights,METRO BUS,3.0,,,,,,,
Belgrave South,METRO BUS,11.0,Primary,1.0,,,,,
Bell Park,REGIONAL BUS,20.0,Primary,2.0,,,,,
Bell Park,REGIONAL BUS,20.0,Secondary,1.0,,,,,
Bell Park,REGIONAL BUS,20.0,Special,1.0,,,,,
Bell Post Hill,REGIONAL BUS,20.0,Pri/Sec,2.0,,,,,
Bell Post Hill,REGIONAL BUS,20.0,Primary,1.0,,,,,
Bellarine,REGIONAL BUS,4.0,,,,,,,
Bellbird Creek,,,,,,,,,
Bellbrae,REGIONAL COACH,3.0,Primary,1.0,,,,,
Bellbridge,,,,,,,,,
Bellellen,,,,,,,,,
Bellfield,METRO BUS,8.0,Special,1.0,,,,,
Bellfield,REGIONAL COACH,1.0,Special,1.0,,,,,
Bellfield,METRO BUS,8.0,Special,1.0,,,,,
Bellfield,REGIONAL COACH,1.0,Special,1.0,,,,,
Bells Beach,,,,,,,,,
Belmont,REGIONAL BUS,48.0,Language,1.0,,,,,
Belmont,REGIONAL BUS,48.0,Primary,5.0,,,,,
Belmont,REGIONAL BUS,48.0,Secondary,1.0,,,,,
Belmont,REGIONAL BUS,48.0,Special,1.0,,,,,
Belmont,REGIONAL COACH,1.0,Language,1.0,,,,,
Belmont,REGIONAL COACH,1.0,Primary,5.0,,,,,
Belmont,REGIONAL COACH,1.0,Secondary,1.0,,,,,
Belmont,REGIONAL COACH,1.0,Special,1.0,,,,,
Bemm River,,,,,,,,,
Bena,,,,,,,,,
Benalla,REGIONAL BUS,51.0,Pri/Sec,2.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL BUS,51.0,Pri/Sec,2.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL BUS,51.0,Pri/Sec,2.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL BUS,51.0,Pri/Sec,2.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL BUS,51.0,Pri/Sec,2.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL BUS,51.0,Pri/Sec,2.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL BUS,51.0,Pri/Sec,2.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL BUS,51.0,Primary,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL BUS,51.0,Primary,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL BUS,51.0,Primary,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL BUS,51.0,Primary,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL BUS,51.0,Primary,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL BUS,51.0,Primary,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL BUS,51.0,Primary,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL BUS,51.0,Secondary,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL BUS,51.0,Secondary,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL BUS,51.0,Secondary,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL BUS,51.0,Secondary,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL BUS,51.0,Secondary,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL BUS,51.0,Secondary,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL BUS,51.0,Secondary,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL BUS,51.0,Special,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL BUS,51.0,Special,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL BUS,51.0,Special,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL BUS,51.0,Special,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL BUS,51.0,Special,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL BUS,51.0,Special,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL BUS,51.0,Special,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL COACH,1.0,Pri/Sec,2.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL COACH,1.0,Pri/Sec,2.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL COACH,1.0,Pri/Sec,2.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL COACH,1.0,Pri/Sec,2.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL COACH,1.0,Pri/Sec,2.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL COACH,1.0,Pri/Sec,2.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL COACH,1.0,Pri/Sec,2.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL COACH,1.0,Primary,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL COACH,1.0,Primary,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL COACH,1.0,Primary,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL COACH,1.0,Primary,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL COACH,1.0,Primary,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL COACH,1.0,Primary,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL COACH,1.0,Primary,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL COACH,1.0,Secondary,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL COACH,1.0,Secondary,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL COACH,1.0,Secondary,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL COACH,1.0,Secondary,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL COACH,1.0,Secondary,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL COACH,1.0,Secondary,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL COACH,1.0,Secondary,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL COACH,1.0,Special,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL TRAIN,2.0,Pri/Sec,2.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL TRAIN,2.0,Primary,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL TRAIN,2.0,Primary,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL TRAIN,2.0,Primary,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL TRAIN,2.0,Primary,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL TRAIN,2.0,Primary,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL TRAIN,2.0,Primary,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL TRAIN,2.0,Primary,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL TRAIN,2.0,Secondary,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL TRAIN,2.0,Secondary,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL TRAIN,2.0,Secondary,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL TRAIN,2.0,Secondary,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL TRAIN,2.0,Secondary,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL TRAIN,2.0,Secondary,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL TRAIN,2.0,Secondary,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benalla,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,1 bedroom flat,2025-03-01,275.0,275.0
Benalla,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,2 bedroom flat,2025-03-01,360.0,360.0
Benalla,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,2 bedroom house,2025-03-01,380.0,385.0
Benalla,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,3 bedroom flat,2024-12-01,405.0,450.0
Benalla,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,3 bedroom house,2025-03-01,450.0,450.0
Benalla,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,4 bedroom house,2025-03-01,530.0,555.0
Benalla,REGIONAL TRAIN,2.0,Special,1.0,Other Regional Centres,All properties,2025-03-01,440.0,440.0
Benambra,,,,,,,,,
Benayeo,,,,,,,,,
Bend of Islands,,,,,,,,,
Bendigo,REGIONAL BUS,54.0,Pri/Sec,2.0,Bendigo,1 bedroom flat,2025-03-01,310.0,295.0
Bendigo,REGIONAL BUS,54.0,Pri/Sec,2.0,Bendigo,2 bedroom flat,2025-03-01,400.0,380.0
Bendigo,REGIONAL BUS,54.0,Pri/Sec,2.0,Bendigo,2 bedroom house,2025-03-01,450.0,400.0
Bendigo,REGIONAL BUS,54.0,Pri/Sec,2.0,Bendigo,3 bedroom flat,2025-03-01,475.0,448.0
Bendigo,REGIONAL BUS,54.0,Pri/Sec,2.0,Bendigo,3 bedroom house,2025-03-01,470.0,460.0
Bendigo,REGIONAL BUS,54.0,Pri/Sec,2.0,Bendigo,4 bedroom house,2025-03-01,550.0,545.0
